L 206.7983, -803.7444, 13.2772,  206.7391, -802.0623, 13.3121,  0, 0, 0
L 208.0769, -804.9993, 13.2413,  206.7983, -803.7444, 13.2772,  0, 0, 0
L 207.1340, -806.4992, 13.1647,  208.0769, -804.9993, 13.2413,  0, 0, 0
L 206.1194, -807.9859, 13.6310,  207.1340, -806.4992, 13.1647,  0, 0, 0
L 204.8155, -809.3727, 13.0395,  206.1194, -807.9859, 13.6310,  0, 0, 0
L 205.9617, -810.9892, 13.0062,  204.8155, -809.3727, 13.0395,  0, 0, 0
L 207.2496, -812.2419, 12.9861,  205.9617, -810.9892, 13.0062,  0, 0, 0
L 209.1555, -812.8083, 13.0028,  207.2496, -812.2419, 12.9861,  0, 0, 0
L 211.0659, -811.7578, 13.0751,  209.1555, -812.8083, 13.0028,  0, 0, 0
L 212.7838, -810.7734, 13.1366,  211.0659, -811.7578, 13.0751,  0, 0, 0
L 214.2930, -809.8051, 13.1924,  212.7838, -810.7734, 13.1366,  0, 0, 0
L 216.0802, -809.9637, 13.1935,  214.2930, -809.8051, 13.1924,  0, 0, 0
L 216.2886, -811.7999, 13.1189,  216.0802, -809.9637, 13.1935,  0, 0, 0
L 217.8388, -812.9243, 13.1477,  216.2886, -811.7999, 13.1189,  0, 0, 0
L 219.1373, -812.5083, 13.1606,  217.8388, -812.9243, 13.1477,  0, 0, 0
L 221.1787, -813.1543, 13.1435,  219.1373, -812.5083, 13.1606,  0, 0, 0
L 222.5459, -813.6076, 13.1402,  221.1787, -813.1543, 13.1435,  0, 0, 0
L 223.9213, -812.6278, 13.1726,  222.5459, -813.6076, 13.1402,  0, 0, 0
L 222.9572, -811.1315, 13.2146,  223.9213, -812.6278, 13.1726,  0, 0, 0
L 222.4500, -809.2366, 13.2579,  222.9572, -811.1315, 13.2146,  0, 0, 0
L 222.8618, -807.8788, 13.2719,  222.4500, -809.2366, 13.2579,  0, 0, 0
L 221.4261, -806.6733, 13.2994,  222.8618, -807.8788, 13.2719,  0, 0, 0
L 220.6440, -804.8934, 13.3401,  221.4261, -806.6733, 13.2994,  0, 0, 0
L 219.8532, -803.1255, 13.3799,  220.6440, -804.8934, 13.3401,  0, 0, 0
L 218.7674, -801.4751, 13.4149,  219.8532, -803.1255, 13.3799,  0, 0, 0
L 216.8944, -800.8896, 13.4245,  218.7674, -801.4751, 13.4149,  0, 0, 0
L 214.9593, -800.4974, 13.4343,  216.8944, -800.8896, 13.4245,  0, 0, 0
L 212.1973, -796.1352, 13.5453,  214.9593, -800.4974, 13.4343,  0, 0, 0
L 211.4011, -794.8746, 13.5770,  212.1973, -796.1352, 13.5453,  0, 0, 0
L 206.2760, -789.5459, 13.6426,  211.4011, -794.8746, 13.5770,  0, 0, 0
L 205.1960, -788.4673, 13.6369,  206.2760, -789.5459, 13.6426,  0, 0, 0
L 203.5450, -787.7341, 13.5247,  205.1960, -788.4673, 13.6369,  0, 0, 0
L 199.3248, -784.4537, 13.5792,  203.5450, -787.7341, 13.5247,  0, 0, 0
L 175.9941, -712.1935, 13.6272,  174.6606, -710.8578, 13.5772,  0, 0, 0
L 177.2066, -713.6652, 13.7361,  175.9941, -712.1935, 13.6272,  0, 0, 0
L 178.8437, -712.8979, 13.7408,  177.2066, -713.6652, 13.7361,  0, 0, 0
L 180.7620, -712.3737, 14.2427,  178.8437, -712.8979, 13.7408,  0, 0, 0
L 180.9960, -710.4667, 13.8463,  180.7620, -712.3737, 14.2427,  0, 0, 0
L 181.3248, -708.8527, 13.8861,  180.9960, -710.4667, 13.8463,  0, 0, 0
L 179.7370, -707.7159, 13.8016,  181.3248, -708.8527, 13.8861,  0, 0, 0
L 178.4827, -706.3844, 13.7557,  179.7370, -707.7159, 13.8016,  0, 0, 0
L 176.6362, -707.0653, 13.6710,  178.4827, -706.3844, 13.7557,  0, 0, 0
L 174.8944, -707.7673, 13.6402,  176.6362, -707.0653, 13.6710,  0, 0, 0
L 174.4939, -711.4322, 13.5657,  174.8944, -707.7673, 13.6402,  0, 0, 0
L -15.3408, -48.7687, -1.3440,  -6.6431, -48.3504, -1.3440,  0, 0, 0
L -25.1720, -49.0349, -1.3440,  -15.3408, -48.7687, -1.3440,  0, 0, 0
L -16.4804, -52.9295, -1.3703,  -25.3767, -53.3570, -1.3440,  0, 0, 0
L -6.7086, -52.7386, -1.3442,  -16.4804, -52.9295, -1.3703,  0, 0, 0
L -25.4850, -58.8578, -1.3440,  -7.8109, -59.2614, -1.5551,  0, 0, 0
L -18.0478, -64.4479, -0.5131,  -25.0795, -64.1127, -1.1173,  0, 0, 0
L -7.4152, -65.1340, 0.4859,  -18.0478, -64.4479, -0.5131,  0, 0, 0
L -13.1693, -69.4171, -1.8280,  -6.6979, -69.5880, -1.3440,  0, 0, 0
L -25.4155, -68.4838, -1.3440,  -13.1693, -69.4171, -1.8280,  0, 0, 0
L -18.8035, -73.3135, -1.6993,  -25.5001, -73.0045, -1.3440,  0, 0, 0
L -7.1485, -74.2138, -1.3440,  -18.8035, -73.3135, -1.6993,  0, 0, 0
L -7.3219, -79.1922, -1.3440,  -7.1854, -79.1922, -1.3440,  0, 0, 0
L -15.1286, -78.4188, -1.2711,  -7.3219, -79.1922, -1.3440,  0, 0, 0
L -24.9545, -76.9313, -1.1863,  -15.1286, -78.4188, -1.2711,  0, 0, 0
L -16.8441, -83.3742, -0.1044,  -25.2378, -83.1970, -0.6481,  0, 0, 0
L -7.0790, -83.5091, 0.4945,  -16.8441, -83.3742, -0.1044,  0, 0, 0
L -14.0963, -89.9897, -1.5087,  -7.0464, -88.8241, -1.3440,  0, 0, 0
L -25.3274, -91.3433, -1.3440,  -14.0963, -89.9897, -1.5087,  0, 0, 0
L -19.2847, -96.3505, -1.4354,  -24.6585, -96.3505, -1.4354,  0, 0, 0
L -6.9577, -96.5310, -1.3440,  -19.2847, -96.3505, -1.4354,  0, 0, 0
L -9.7986, -99.5531, -1.4938,  -7.0470, -99.5701, -1.3440,  0, 0, 0
L -25.3737, -99.1200, -1.3440,  -9.7986, -99.5531, -1.4938,  0, 0, 0
L -24.6397, -104.9637, -1.6909,  -26.2138, -104.7736, -1.3440,  0, 0, 0
L -22.8356, -105.2118, -1.6905,  -24.6397, -104.9637, -1.6909,  0, 0, 0
L -7.1345, -108.1908, -1.3440,  -22.8356, -105.2118, -1.6905,  0, 0, 0
L -15.7036, -113.2189, -1.7057,  -6.0401, -112.8978, -1.3440,  0, 0, 0
L -25.1479, -113.0702, -1.3440,  -15.7036, -113.2189, -1.7057,  0, 0, 0
L -16.2860, -119.8658, -1.7550,  -25.7292, -120.9529, -1.3440,  0, 0, 0
L -6.8685, -118.8248, -1.3440,  -16.2860, -119.8658, -1.7550,  0, 0, 0
L -16.2478, -124.9468, -1.3440,  -6.8032, -124.7808, -1.3440,  0, 0, 0
L -26.3216, -124.6524, -1.3440,  -16.2478, -124.9468, -1.3440,  0, 0, 0
L -18.5141, -132.8045, -1.4307,  -26.3216, -132.6256, -1.3440,  0, 0, 0
L -6.6676, -133.4201, -1.3449,  -18.5141, -132.8045, -1.4307,  0, 0, 0
L -25.8398, -141.6525, -0.7451,  -6.2576, -141.6685, -1.3440,  0, 0, 0
L -25.2022, -43.4773, -0.7380,  -25.3204, -145.2743, -1.3440,  0, 0, 0
L -6.5497, -82.1391, 3.5206,  -6.9483, -40.3982, -1.3440,  0, 0, 0
L -6.5797, -83.6673, 3.5930,  -6.5497, -82.1391, 3.5206,  0, 0, 0
L -7.0787, -145.3279, -0.7190,  -6.5797, -83.6673, 3.5930,  0, 0, 0
L -132.1869, -435.3931, -2.8973,  -148.9157, -452.8909, -2.8232,  0, 0, 0
L -130.9566, -434.1012, -2.9112,  -132.1869, -435.3931, -2.8973,  0, 0, 0
L -129.8312, -433.1227, -2.9272,  -130.9566, -434.1012, -2.9112,  0, 0, 0
L -95.7441, -366.1949, -5.7651,  -129.8312, -433.1227, -2.9272,  0, 0, 0
L -94.9289, -364.6004, -5.8439,  -95.7441, -366.1949, -5.7651,  0, 0, 0
L -94.5869, -359.4656, -6.1277,  -94.9289, -364.6004, -5.8439,  0, 0, 0
L -94.7118, -357.8415, -6.2166,  -94.5869, -359.4656, -6.1277,  0, 0, 0
L -95.2041, -351.4521, -6.5626,  -94.7118, -357.8415, -6.2166,  0, 0, 0
L -95.3412, -349.7001, -6.6465,  -95.2041, -351.4521, -6.5626,  0, 0, 0
L -95.8188, -343.4671, -6.9284,  -95.3412, -349.7001, -6.6465,  0, 0, 0
L -95.9472, -341.8012, -6.9882,  -95.8188, -343.4671, -6.9284,  0, 0, 0
L -96.4419, -335.4172, -7.2081,  -95.9472, -341.8012, -6.9882,  0, 0, 0
L -96.5903, -333.4546, -7.2890,  -96.4419, -335.4172, -7.2081,  0, 0, 0
L -97.0697, -327.2375, -7.5115,  -96.5903, -333.4546, -7.2890,  0, 0, 0
L -97.2006, -325.5378, -7.5725,  -97.0697, -327.2375, -7.5115,  0, 0, 0
L -97.7005, -319.0495, -7.8062,  -97.2006, -325.5378, -7.5725,  0, 0, 0
L -97.8538, -317.0614, -7.8769,  -97.7005, -319.0495, -7.8062,  0, 0, 0
L -98.3311, -310.8623, -8.1001,  -97.8538, -317.0614, -7.8769,  0, 0, 0
L -98.4619, -309.1663, -8.1602,  -98.3311, -310.8623, -8.1001,  0, 0, 0
L -98.9363, -303.0059, -8.3875,  -98.4619, -309.1663, -8.1602,  0, 0, 0
L -99.0871, -301.0464, -8.4849,  -98.9363, -303.0059, -8.3875,  0, 0, 0
L -99.5473, -295.0717, -8.7780,  -99.0871, -301.0464, -8.4849,  0, 0, 0
L -99.5482, -293.3560, -8.8506,  -99.5473, -295.0717, -8.7780,  0, 0, 0
L -129.9526, -240.0701, -13.8200,  -99.5482, -293.3560, -8.8506,  0, 0, 0
L -134.6406, -231.8474, -14.7405,  -129.9526, -240.0701, -13.8200,  0, 0, 0
L -135.6208, -230.1138, -14.8856,  -134.6406, -231.8474, -14.7405,  0, 0, 0
L -175.7188, -214.1338, -18.0059,  -135.6208, -230.1138, -14.8856,  0, 0, 0
L -203.2347, -203.1690, -19.8721,  -175.7188, -214.1338, -18.0059,  0, 0, 0
L -204.9218, -202.4895, -19.9371,  -203.2347, -203.1690, -19.8721,  0, 0, 0
L -235.5629, -203.3832, -20.7059,  -204.9218, -202.4895, -19.9371,  0, 0, 0
L -265.4203, -204.2580, -15.8264,  -235.5629, -203.3832, -20.7059,  0, 0, 0
L -267.2935, -204.3141, -15.7806,  -265.4203, -204.2580, -15.8264,  0, 0, 0
L -269.2634, -204.3692, -17.4108,  -267.2935, -204.3141, -15.7806,  0, 0, 0
L -267.3977, -204.3124, -16.4075,  -269.2634, -204.3692, -17.4108,  0, 0, 0
L -272.1113, -204.4421, -18.3454,  -267.3977, -204.3124, -16.4075,  0, 0, 0
L -282.0687, -204.7416, -21.9316,  -272.1113, -204.4421, -18.3454,  0, 0, 0
L -283.7367, -204.7664, -21.9872,  -282.0687, -204.7416, -21.9316,  0, 0, 0
L -324.1053, -212.3095, -22.8306,  -283.7367, -204.7664, -21.9872,  0, 0, 0
L -343.6528, -215.9622, -23.5864,  -324.1053, -212.3095, -22.8306,  0, 0, 0
L -379.9935, -222.4164, -24.8904,  -343.6528, -215.9622, -23.5864,  0, 0, 0
L -389.3467, -224.0694, -25.2460,  -379.9935, -222.4164, -24.8904,  0, 0, 0
L -420.8148, -228.5650, -26.4254,  -389.3467, -224.0694, -25.2460,  0, 0, 0
L -438.5811, -231.0758, -27.0987,  -420.8148, -228.5650, -26.4254,  0, 0, 0
L -440.0461, -231.2659, -27.1116,  -438.5811, -231.0758, -27.0987,  0, 0, 0
L -477.6250, -240.5103, -27.0075,  -440.0461, -231.2659, -27.1116,  0, 0, 0
L -487.2941, -242.8890, -26.9919,  -477.6250, -240.5103, -27.0075,  0, 0, 0
L -489.0024, -243.2798, -26.9222,  -487.2941, -242.8890, -26.9919,  0, 0, 0
L -520.8085, -254.9689, -24.3937,  -489.0024, -243.2798, -26.9222,  0, 0, 0
L -530.0349, -258.3584, -23.5343,  -520.8085, -254.9689, -24.3937,  0, 0, 0
L -531.6870, -258.9110, -23.3435,  -530.0349, -258.3584, -23.5343,  0, 0, 0
L -564.2566, -278.3759, -21.7339,  -531.6870, -258.9110, -23.3435,  0, 0, 0
L -572.4177, -283.2522, -21.2671,  -564.2566, -278.3759, -21.7339,  0, 0, 0
L -573.8453, -284.0651, -21.1575,  -572.4177, -283.2522, -21.2671,  0, 0, 0
L -597.2283, -302.5959, -20.8497,  -573.8453, -284.0651, -21.1575,  0, 0, 0
L -604.7388, -308.5431, -20.7754,  -597.2283, -302.5959, -20.8497,  0, 0, 0
L -606.0873, -309.5736, -20.7602,  -604.7388, -308.5431, -20.7754,  0, 0, 0
L -617.1811, -320.1924, -20.1526,  -606.0873, -309.5736, -20.7602,  0, 0, 0
L -638.4603, -340.5492, -18.9165,  -617.1811, -320.1924, -20.1526,  0, 0, 0
L -639.5120, -341.5547, -18.8534,  -638.4603, -340.5492, -18.9165,  0, 0, 0
L -669.1812, -381.8407, -13.5755,  -639.5120, -341.5547, -18.8534,  0, 0, 0
L -670.1806, -383.2020, -13.4190,  -669.1812, -381.8407, -13.5755,  0, 0, 0
L -671.0909, -384.2900, -13.2521,  -670.1806, -383.2020, -13.4190,  0, 0, 0
L -673.9257, -396.6690, -12.1077,  -671.0909, -384.2900, -13.2521,  0, 0, 0
L -674.4099, -398.7689, -11.8877,  -673.9257, -396.6690, -12.1077,  0, 0, 0
L -674.7128, -400.0912, -11.7651,  -674.4099, -398.7689, -11.8877,  0, 0, 0
L -681.5966, -430.1319, -8.7080,  -674.7128, -400.0912, -11.7651,  0, 0, 0
L -682.0884, -432.2911, -8.4212,  -681.5966, -430.1319, -8.7080,  0, 0, 0
L -682.4004, -433.6523, -8.2138,  -682.0884, -432.2911, -8.4212,  0, 0, 0
L -682.8364, -435.5673, -7.9056,  -682.4004, -433.6523, -8.2138,  0, 0, 0
L -683.0112, -437.2670, -7.7319,  -682.8364, -435.5673, -7.9056,  0, 0, 0
L -682.5172, -444.4069, -7.4027,  -683.0112, -437.2670, -7.7319,  0, 0, 0
L -682.4036, -446.0507, -7.3442,  -682.5172, -444.4069, -7.4027,  0, 0, 0
L -681.9236, -452.9997, -7.0986,  -682.4036, -446.0507, -7.3442,  0, 0, 0
L -681.7922, -454.8981, -7.0327,  -681.9236, -452.9997, -7.0986,  0, 0, 0
L -681.3267, -461.6301, -6.7960,  -681.7922, -454.8981, -7.0327,  0, 0, 0
L -681.2322, -462.9938, -6.7489,  -681.3267, -461.6301, -6.7960,  0, 0, 0
L -680.7324, -470.2592, -6.6019,  -681.2322, -462.9938, -6.7489,  0, 0, 0
L -680.5984, -472.1582, -6.5890,  -680.7324, -470.2592, -6.6019,  0, 0, 0
L -680.1068, -479.2657, -6.5322,  -680.5984, -472.1582, -6.5890,  0, 0, 0
L -679.9913, -480.9368, -6.5135,  -680.1068, -479.2657, -6.5322,  0, 0, 0
L -679.5118, -487.8709, -6.2838,  -679.9913, -480.9368, -6.5135,  0, 0, 0
L -679.3990, -489.5422, -6.2198,  -679.5118, -487.8709, -6.2838,  0, 0, 0
L -678.9164, -496.4768, -6.0003,  -679.3990, -489.5422, -6.2198,  0, 0, 0
L -678.7889, -498.3938, -5.9386,  -678.9164, -496.4768, -6.0003,  0, 0, 0
L -678.2910, -503.8337, -5.6693,  -678.7889, -498.3938, -5.9386,  0, 0, 0
L -678.1158, -505.7473, -5.5640,  -678.2910, -503.8337, -5.6693,  0, 0, 0
L -677.6813, -510.4949, -5.3030,  -678.1158, -505.7473, -5.5640,  0, 0, 0
L -677.5278, -512.1733, -5.2099,  -677.6813, -510.4949, -5.3030,  0, 0, 0
L -677.0617, -517.2629, -4.8470,  -677.5278, -512.1733, -5.2099,  0, 0, 0
L -676.8817, -519.2294, -4.6207,  -677.0617, -517.2629, -4.8470,  0, 0, 0
L -676.3910, -524.5889, -4.0043,  -676.8817, -519.2294, -4.6207,  0, 0, 0
L -676.2356, -526.2855, -3.8092,  -676.3910, -524.5889, -4.0043,  0, 0, 0
L -675.7712, -531.3569, -3.4913,  -676.2356, -526.2855, -3.8092,  0, 0, 0
L -675.5914, -533.3232, -3.4156,  -675.7712, -531.3569, -3.4913,  0, 0, 0
L -675.1006, -538.6827, -3.2120,  -675.5914, -533.3232, -3.4156,  0, 0, 0
L -674.9189, -540.6671, -3.1363,  -675.1006, -538.6827, -3.2120,  0, 0, 0
L -674.4271, -546.0082, -2.9429,  -674.9189, -540.6671, -3.1363,  0, 0, 0
L -674.2484, -547.9927, -2.8570,  -674.4271, -546.0082, -2.9429,  0, 0, 0
L -673.7851, -553.0520, -2.6634,  -674.2484, -547.9927, -2.8570,  0, 0, 0
L -673.6272, -554.7440, -2.6030,  -673.7851, -553.0520, -2.6634,  0, 0, 0
L -673.1306, -559.9260, -2.3674,  -673.6272, -554.7440, -2.6030,  0, 0, 0
L -672.9537, -561.6764, -2.3050,  -673.1306, -559.9260, -2.3674,  0, 0, 0
L -672.4672, -566.6093, -2.0797,  -672.9537, -561.6764, -2.3050,  0, 0, 0
L -672.2933, -568.3599, -2.0055,  -672.4672, -566.6093, -2.0797,  0, 0, 0
L -671.8283, -573.0138, -1.8176,  -672.2933, -568.3599, -2.0055,  0, 0, 0
L -671.6873, -574.4659, -1.7426,  -671.8283, -573.0138, -1.8176,  0, 0, 0
L -671.2250, -579.1201, -1.5342,  -671.6873, -574.4659, -1.7426,  0, 0, 0
L -671.0482, -580.8705, -1.4683,  -671.2250, -579.1201, -1.5342,  0, 0, 0
L -670.5889, -585.5244, -1.2487,  -671.0482, -580.8705, -1.4683,  0, 0, 0
L -670.4154, -587.2723, -1.1731,  -670.5889, -585.5244, -1.2487,  0, 0, 0
L -669.9576, -591.8831, -0.9738,  -670.4154, -587.2723, -1.1731,  0, 0, 0
L -669.7829, -593.6127, -0.9116,  -669.9576, -591.8831, -0.9738,  0, 0, 0
L -669.3293, -598.2120, -0.7000,  -669.7829, -593.6127, -0.9116,  0, 0, 0
L -669.1870, -599.6464, -0.6378,  -669.3293, -598.2120, -0.7000,  0, 0, 0
L -668.6946, -611.2204, 0.1301,  -669.1870, -599.6464, -0.6378,  0, 0, 0
L -668.7189, -612.9771, 0.2677,  -668.6946, -611.2204, 0.1301,  0, 0, 0
L -669.2177, -645.3773, 3.4343,  -668.7189, -612.9771, 0.2677,  0, 0, 0
L -669.2431, -646.8477, 3.5762,  -669.2177, -645.3773, 3.4343,  0, 0, 0
L -669.7399, -660.9929, 4.6464,  -669.2431, -646.8477, 3.5762,  0, 0, 0
L -669.8412, -662.4688, 4.7565,  -669.7399, -660.9929, 4.6464,  0, 0, 0
L -670.3304, -669.8696, 5.1965,  -669.8412, -662.4688, 4.7565,  0, 0, 0
L -670.4313, -671.3448, 5.3054,  -670.3304, -669.8696, 5.1965,  0, 0, 0
L -670.9207, -678.7028, 5.7613,  -670.4313, -671.3448, 5.3054,  0, 0, 0
L -671.0375, -680.4552, 5.8714,  -670.9207, -678.7028, 5.7613,  0, 0, 0
L -671.5088, -687.5411, 6.2069,  -671.0375, -680.4552, 5.8714,  0, 0, 0
L -671.6268, -689.3179, 6.2687,  -671.5088, -687.5411, 6.2069,  0, 0, 0
L -672.1163, -696.7286, 6.5185,  -671.6268, -689.3179, 6.2687,  0, 0, 0
L -672.2349, -698.5089, 6.5810,  -672.1163, -696.7286, 6.5185,  0, 0, 0
L -672.7079, -705.5741, 6.6477,  -672.2349, -698.5089, 6.5810,  0, 0, 0
L -672.7568, -707.2865, 6.6551,  -672.7079, -705.5741, 6.6477,  0, 0, 0
L -672.2993, -711.9302, 6.6861,  -672.7568, -707.2865, 6.6551,  0, 0, 0
L -672.1383, -713.5652, 6.6971,  -672.2993, -711.9302, 6.6861,  0, 0, 0
L -671.6785, -718.2083, 6.7266,  -672.1383, -713.5652, 6.6971,  0, 0, 0
L -671.4869, -720.1835, 6.7416,  -671.6785, -718.2083, 6.7266,  0, 0, 0
L -670.9896, -725.2346, 6.7837,  -671.4869, -720.1835, 6.7416,  0, 0, 0
L -670.8238, -726.9177, 6.8041,  -670.9896, -725.2346, 6.7837,  0, 0, 0
L -670.3571, -731.6597, 6.8616,  -670.8238, -726.9177, 6.8041,  0, 0, 0
L -670.1910, -733.3453, 6.8818,  -670.3571, -731.6597, 6.8616,  0, 0, 0
L -669.7183, -738.1481, 6.9342,  -670.1910, -733.3453, 6.8818,  0, 0, 0
L -669.5533, -739.8261, 6.9409,  -669.7183, -738.1481, 6.9342,  0, 0, 0
L -669.0795, -744.6370, 6.9594,  -669.5533, -739.8261, 6.9409,  0, 0, 0
L -668.8849, -746.6158, 6.9669,  -669.0795, -744.6370, 6.9594,  0, 0, 0
L -668.4111, -751.4257, 6.9854,  -668.8849, -746.6158, 6.9669,  0, 0, 0
L -668.2474, -753.0884, 6.9918,  -668.4111, -751.4257, 6.9854,  0, 0, 0
L -667.7934, -757.7023, 7.0097,  -668.2474, -753.0884, 6.9918,  0, 0, 0
L -667.7262, -759.3539, 7.0044,  -667.7934, -757.7023, 7.0097,  0, 0, 0
L -654.7842, -777.7966, 6.9533,  -667.7262, -759.3539, 7.0044,  0, 0, 0
L -637.7122, -802.1284, 6.4728,  -654.7842, -777.7966, 6.9533,  0, 0, 0
L -636.7132, -803.5529, 6.4565,  -637.7122, -802.1284, 6.4728,  0, 0, 0
L -635.7480, -805.0243, 6.6055,  -636.7132, -803.5529, 6.4565,  0, 0, 0
L -610.8392, -825.2245, 8.3279,  -635.7480, -805.0243, 6.6055,  0, 0, 0
L -587.6918, -843.9893, 10.2669,  -610.8392, -825.2245, 8.3279,  0, 0, 0
L -586.3256, -845.0999, 10.3572,  -587.6918, -843.9893, 10.2669,  0, 0, 0
L -560.3896, -858.7047, 10.6567,  -586.3256, -845.0999, 10.3572,  0, 0, 0
L -543.0243, -867.8137, 11.6970,  -560.3896, -858.7047, 10.6567,  0, 0, 0
L -541.4639, -868.6483, 11.6690,  -543.0243, -867.8137, 11.6970,  0, 0, 0
L -473.0811, -894.6315, 10.6680,  -541.4639, -868.6483, 11.6690,  0, 0, 0
L -464.0510, -898.0626, 10.5725,  -473.0811, -894.6315, 10.6680,  0, 0, 0
L -462.6756, -898.6096, 10.5727,  -464.0510, -898.0626, 10.5725,  0, 0, 0
L -400.1111, -896.2460, 10.9293,  -462.6756, -898.6096, 10.5727,  0, 0, 0
L -390.1604, -895.8705, 11.2465,  -400.1111, -896.2460, 10.9293,  0, 0, 0
L -388.1638, -895.8975, 11.3139,  -390.1604, -895.8705, 11.2465,  0, 0, 0
L -320.8368, -874.0102, 8.9813,  -388.1638, -895.8975, 11.3139,  0, 0, 0
L -311.5402, -870.9883, 8.4875,  -320.8368, -874.0102, 8.9813,  0, 0, 0
L -309.8018, -870.4987, 8.3893,  -311.5402, -870.9883, 8.4875,  0, 0, 0
L -281.9825, -846.4607, 5.6909,  -309.8018, -870.4987, 8.3893,  0, 0, 0
L -259.5936, -827.1207, 3.8847,  -281.9825, -846.4607, 5.6909,  0, 0, 0
L -258.2858, -825.9905, 3.8636,  -259.5936, -827.1207, 3.8847,  0, 0, 0
L -256.9356, -824.9086, 3.8408,  -258.2858, -825.9905, 3.8636,  0, 0, 0
L -235.1871, -762.1419, 0.3140,  -256.9356, -824.9086, 3.8408,  0, 0, 0
L -234.5801, -760.3812, 0.2500,  -235.1871, -762.1419, 0.3140,  0, 0, 0
L -234.0097, -758.8988, 0.1809,  -234.5801, -760.3812, 0.2500,  0, 0, 0
L -234.3433, -756.9739, 0.0977,  -234.0097, -758.8988, 0.1809,  0, 0, 0
L -234.8080, -754.2794, -0.0287,  -234.3433, -756.9739, 0.0977,  0, 0, 0
L -235.0847, -752.6741, -0.1040,  -234.8080, -754.2794, -0.0287,  0, 0, 0
L -235.5495, -749.9676, -0.2384,  -235.0847, -752.6741, -0.1040,  0, 0, 0
L -235.8875, -748.0165, -0.3224,  -235.5495, -749.9676, -0.2384,  0, 0, 0
L -236.3242, -745.4683, -0.4541,  -235.8875, -748.0165, -0.3224,  0, 0, 0
L -236.5907, -743.9218, -0.5272,  -236.3242, -745.4683, -0.4541,  0, 0, 0
L -237.0559, -741.2404, -0.6399,  -236.5907, -743.9218, -0.5272,  0, 0, 0
L -237.3433, -739.5737, -0.7177,  -237.0559, -741.2404, -0.6399,  0, 0, 0
L -237.7748, -737.0533, -0.8272,  -237.3433, -739.5737, -0.7177,  0, 0, 0
L -238.0236, -735.6274, -0.8706,  -237.7748, -737.0533, -0.8272,  0, 0, 0
L -238.4699, -733.0390, -0.9676,  -238.0236, -735.6274, -0.8706,  0, 0, 0
L -238.7676, -731.3135, -1.0315,  -238.4699, -733.0390, -0.9676,  0, 0, 0
L -239.1634, -729.0183, -1.1175,  -238.7676, -731.3135, -1.0315,  0, 0, 0
L -239.4576, -727.3112, -1.1822,  -239.1634, -729.0183, -1.1175,  0, 0, 0
L -239.9010, -724.7224, -1.2894,  -239.4576, -727.3112, -1.1822,  0, 0, 0
L -240.1509, -723.2903, -1.3328,  -239.9010, -724.7224, -1.2894,  0, 0, 0
L -240.5974, -720.7020, -1.4291,  -240.1509, -723.2903, -1.3328,  0, 0, 0
L -240.8949, -718.9766, -1.4937,  -240.5974, -720.7020, -1.4291,  0, 0, 0
L -241.3378, -716.4068, -1.5907,  -240.8949, -718.9766, -1.4937,  0, 0, 0
L -241.6354, -714.6812, -1.6553,  -241.3378, -716.4068, -1.5907,  0, 0, 0
L -242.0819, -712.0930, -1.7516,  -241.6354, -714.6812, -1.6553,  0, 0, 0
